Node,Degree,Closeness,Betweenness,Eigenvector
716,0.12264150943396226,0.3970037453183521,0.006437305378922846,0.13745507939283957
727,0.05660377358490566,0.36678200692041524,0.001154240483520815,0.06427283867610994
730,0.12264150943396226,0.3940520446096654,0.00627401125495954,0.13205090570296407
200,0.04716981132075471,0.28342245989304815,0.0,0.006829805614963114
725,0.0660377358490566,0.3509933774834437,0.020552073253327776,0.024543403824938206
648,0.10377358490566037,0.343042071197411,0.016876170617830068,0.022630932628533235
657,0.05660377358490566,0.3002832861189802,0.0003999151962004568,0.00857461708889441
645,0.07547169811320754,0.38267148014440433,0.03150973958539023,0.024449924799997493
646,0.04716981132075471,0.31268436578171094,0.0,0.011446714640930325
705,0.05660377358490566,0.3164179104477612,0.0005043629774293023,0.01785875383705325
650,0.03773584905660377,0.334384858044164,0.005025881970025274,0.02091008277383122
653,0.04716981132075471,0.34983498349834985,0.0009656740199245184,0.04550246435102691
675,0.10377358490566037,0.3569023569023569,0.013251112296876012,0.06913575780279821
678,0.0660377358490566,0.3464052287581699,0.0065406237452077555,0.04016054909866996
676,0.05660377358490566,0.3569023569023569,0.0029432676098588694,0.053484938461603126
665,0.20754716981132074,0.45493562231759654,0.06898318545127129,0.22582450949542732
684,0.16981132075471697,0.4588744588744589,0.04046363069647096,0.20353514949911966
668,0.1320754716981132,0.4380165289256198,0.021195750476542083,0.19446798427823417
670,0.18867924528301885,0.4472573839662447,0.056476207254878584,0.22673703449471178
661,0.14150943396226415,0.4092664092664093,0.008394738183091255,0.19671609291069422
659,0.14150943396226415,0.40458015267175573,0.00979485695872332,0.16753108673583558
681,0.0660377358490566,0.3680555555555556,0.0008721848681417416,0.08780972457028656
671,0.10377358490566037,0.38267148014440433,0.001629849627656223,0.13713146619189134
666,0.10377358490566037,0.42063492063492064,0.0070488510283524515,0.13518029866635378
21634,0.04716981132075471,0.35333333333333333,0.000245892319778478,0.05463263064683662
667,0.10377358490566037,0.39552238805970147,0.021124485664163674,0.1044050158792045
682,0.04716981132075471,0.3642611683848797,3.080477474008471e-05,0.07082597146605044
663,0.09433962264150943,0.37857142857142856,0.003079753001649047,0.1208544734395042
664,0.07547169811320754,0.41568627450980394,0.00481846175886455,0.10816261674949018
674,0.009433962264150943,0.3136094674556213,0.0,0.017353245846000627
686,0.14150943396226415,0.45689655172413796,0.022382884343586245,0.19471607957264803
19679,0.1792452830188679,0.5170731707317073,0.16327709272797605,0.14909881356810997
613,0.009433962264150943,0.3419354838709677,0.0,0.011457430358592884
619,0.009433962264150943,0.3419354838709677,0.0,0.011457430358592884
680,0.02830188679245283,0.33865814696485624,0.0030544926421186345,0.01947665205694028
